,number,word,strength,scholor,vector
6553,sweetheart,3.3,1.00499,"[4, 1, 3, 4, 4, 4, 2, 3, 4, 4]",
6554,sweethearts,2.8,0.87178,"[2, 2, 2, 4, 3, 2, 4, 3, 4, 2]",
6555,sweetie,2.2,0.6,"[2, 3, 3, 2, 1, 3, 2, 2, 2, 2]",
6556,sweeties,2.1,0.9434,"[1, 2, 2, 3, 2, 1, 2, 4, 3, 1]",
6557,sweetly,2.1,0.7,"[1, 2, 2, 2, 2, 2, 1, 3, 3, 3]",
6558,sweetness,2.2,0.74833,"[3, 2, 3, 1, 2, 2, 3, 3, 2, 1]",
6559,sweets,2.2,0.6,"[2, 1, 3, 2, 2, 2, 3, 2, 3, 2]",
6560,swift,0.8,0.6,"[1, 0, 1, 1, 0, 2, 0, 1, 1, 1]",
6561,swiftly,1.2,0.9798,"[0, 3, 1, 0, 1, 1, 1, 3, 1, 1]",
6562,swindle,-2.4,1.0198,"[-1, -4, -1, -3, -3, -2, -2, -2, -4, -2]",
6563,swindles,-1.5,0.92195,"[0, -2, -2, -3, -2, -1, -1, 0, -2, -2]",
6564,swindling,-2.0,1.0,"[-2, -2, -2, -4, -1, 0, -3, -2, -2, -2]",
6565,sympathetic,2.3,0.64031,"[3, 3, 2, 2, 3, 3, 2, 2, 1, 2]",
6566,sympathy,1.5,1.11803,"[-1, 2, 3, 2, 1, 1, 1, 2, 1, 3]",
6567,talent,1.8,1.07703,"[3, 1, 2, 2, 0, 3, 3, 2, 2, 0]",
6568,talented,2.3,0.64031,"[1, 2, 2, 3, 2, 3, 3, 2, 3, 2]",
6569,talentless,-1.6,0.4899,"[-2, -2, -2, -1, -2, -1, -1, -1, -2, -2]",
6570,talents,2.0,1.18322,"[2, 4, 1, 2, 0, 2, 4, 2, 2, 1]",
6571,tantrum,-1.8,1.16619,"[-3, -2, -2, -3, -1, 0, -1, 0, -3, -3]",
6572,tantrums,-1.5,1.36015,"[-1, -2, -4, -2, -2, -1, -1, 0, 1, -3]",
6573,tard,-2.5,0.92195,"[-3, -3, -3, -2, -2, -3, -1, -4, -1, -3]",
6574,tears,-0.9,1.13578,"[0, -2, -2, -1, -1, -2, -2, 1, 1, -1]",
6575,teas,0.3,0.45826,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",
6576,tease,-1.3,0.9,"[0, -1, -1, -2, -1, 0, -3, -2, -1, -2]",
6577,teased,-1.2,0.87178,"[0, -2, -2, -1, -1, -1, 0, -3, -1, -1]",
6578,teasel,-0.1,0.3,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",
6579,teaseled,-0.8,0.74833,"[-1, 0, -1, 0, 0, -1, -2, -1, -2, 0]",
6580,teaseler,-0.8,0.87178,"[0, 0, -2, 0, 0, -1, -2, -1, -2, 0]",
6581,teaselers,-1.2,1.249,"[0, -3, 0, 0, 0, -3, -2, -2, -2, 0]",
6582,teaseling,-0.4,0.91652,"[-1, 0, -3, 0, 0, 0, 0, 0, 0, 0]",
6583,teaselled,-0.4,0.91652,"[0, -3, 0, 0, 0, 0, -1, 0, 0, 0]",
6584,teaselling,-0.2,0.4,"[0, 0, 0, 0, -1, 0, -1, 0, 0, 0]",
6585,teasels,-0.1,0.3,"[0, 0, 0, 0, 0, 0, 0, 0, -1, 0]",
6586,teaser,-1.0,1.18322,"[0, -1, -3, -1, -1, -1, 0, -3, -1, 1]",
6587,teasers,-0.7,1.1,"[-1, -2, -3, -1, 0, 0, -1, 1, 0, 0]",
6588,teases,-1.2,0.74833,"[-1, -1, 0, -1, -2, -1, -3, -1, -1, -1]",
6589,teashops,0.2,0.4,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",
6590,teasing,-0.3,1.1,"[0, 0, 1, 1, -1, 0, 0, 0, -1, -3]",
6591,teasingly,-0.4,1.11355,"[0, 1, 1, 0, -2, 0, -2, 0, -2, 0]",
6592,teaspoon,0.2,0.4,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",
6593,teaspoonful,0.2,0.4,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",
6594,teaspoonfuls,0.4,0.8,"[2, 0, 0, 0, 0, 0, 0, 0, 2, 0]",
6595,teaspoons,0.5,0.80623,"[0, 0, 0, 2, 0, 0, 1, 2, 0, 0]",
6596,teaspoonsful,0.3,0.9,"[2, 0, 0, 0, 0, 2, 0, -1, 0, 0]",
6597,temper,-1.8,0.4,"[-1, -2, -2, -2, -2, -2, -2, -2, -1, -2]",
6598,tempers,-1.3,0.64031,"[-1, -1, 0, -1, -1, -2, -2, -2, -1, -2]",
6599,tendered,0.5,0.92195,"[0, 0, 2, 1, -1, -1, 1, 1, 1, 1]",
6600,tenderer,0.6,0.66332,"[0, 1, 1, 0, 0, 0, 2, 1, 1, 0]",
6601,tenderers,1.2,0.9798,"[2, 0, 0, 1, 0, 2, 3, 1, 1, 2]",
6602,tenderest,1.4,1.56205,"[2, 1, 3, -1, 0, 2, 2, 2, -1, 4]",
6603,tenderfeet,-0.4,0.91652,"[-1, -1, 0, 0, -1, 0, -1, -2, 1, 1]",
6604,tenderfoot,-0.1,0.53852,"[-1, 1, 0, 0, 0, 0, 0, -1, 0, 0]",
6605,tenderfoots,-0.5,1.11803,"[1, -1, 0, 0, 0, -1, -1, 1, -3, -1]",
6606,tenderhearted,1.5,1.0247,"[2, 2, 1, 2, 3, 1, 1, -1, 2, 2]",
6607,tenderheartedly,2.7,0.64031,"[2, 2, 2, 3, 3, 3, 3, 4, 3, 2]",
6608,tenderheartedness,0.7,1.48661,"[1, 3, 2, 2, -1, -1, 1, -2, 1, 1]",
6609,tenderheartednesses,2.8,0.74833,"[2, 3, 3, 2, 3, 3, 4, 4, 2, 2]",
6610,tendering,0.6,0.66332,"[0, 0, 1, 1, 1, 0, 0, 1, 2, 0]",
6611,tenderization,0.2,0.74833,"[-1, 2, 0, 0, 0, 1, 0, 0, 0, 0]",
6612,tenderize,0.1,0.53852,"[0, 0, 0, 0, 0, -1, 0, 1, 0, 1]",
6613,tenderized,0.1,0.53852,"[0, 1, 0, 1, 0, 0, -1, 0, 0, 0]",
6614,tenderizer,0.4,0.66332,"[0, 1, 0, 1, 0, 0, 2, 0, 0, 0]",
6615,tenderizes,0.3,0.45826,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0]",
6616,tenderizing,0.3,0.45826,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",
6617,tenderloin,-0.2,0.74833,"[0, 0, 0, 0, -2, 0, 1, 0, -1, 0]",
6618,tenderloins,0.4,0.66332,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0]",
6619,tenderly,1.8,0.74833,"[2, 1, 2, 1, 3, 2, 1, 2, 3, 1]",
6620,tenderness,1.8,0.4,"[2, 2, 1, 2, 2, 2, 2, 1, 2, 2]",
6621,tendernesses,0.9,1.44568,"[1, 2, 1, 1, 3, -1, -2, 2, 2, 0]",
6622,tenderometer,0.2,0.4,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",
6623,tenderometers,0.2,0.4,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",
6624,tenders,0.6,0.8,"[0, 2, 0, 1, 1, 1, -1, 0, 1, 1]",
6625,tense,-1.4,0.4899,"[-1, -1, -1, -1, -1, -2, -1, -2, -2, -2]",
6626,tensed,-1.0,0.44721,"[-1, 0, -1, -1, -1, -1, -2, -1, -1, -1]",
6627,tensely,-1.2,0.6,"[-1, -2, -2, -2, -1, 0, -1, -1, -1, -1]",
6628,tenseness,-1.5,0.67082,"[-1, -1, -1, -1, -1, -2, -2, -1, -2, -3]",
6629,tenser,-1.5,0.67082,"[-2, -2, -1, -2, -1, -1, -3, -1, -1, -1]",
6630,tenses,-0.9,1.04403,"[-1, -3, 0, 0, 0, -1, 0, -2, -2, 0]",
6631,tensest,-1.2,1.07703,"[-2, 0, -2, -2, -2, 0, 1, -1, -2, -2]",
6632,tensing,-1.0,0.44721,"[-1, -2, -1, 0, -1, -1, -1, -1, -1, -1]",
6633,tension,-1.3,1.00499,"[-2, -1, -1, -1, -1, -2, -2, -3, 1, -1]",
6634,tensional,-0.8,0.74833,"[-1, 0, -1, -1, -1, -2, 1, -1, -1, -1]",
6635,tensioned,-0.4,1.11355,"[-2, 0, -1, 2, -1, 0, -1, -1, -1, 1]",
6636,tensioner,-1.6,0.8,"[-1, -3, -2, -2, -2, 0, -1, -2, -1, -2]",
6637,tensioners,-0.9,1.04403,"[-1, 0, -2, -2, -1, 1, -2, 0, 0, -2]",
6638,tensioning,-1.4,1.0198,"[-1, -1, -1, -1, 0, -2, -3, -3, 0, -2]",
6639,tensionless,0.6,0.8,"[1, 1, 1, -1, 0, 0, 0, 2, 1, 1]",
6640,tensions,-1.7,0.78102,"[-1, -3, -1, -1, -2, -2, -3, -1, -2, -1]",
6641,terrible,-2.1,0.9434,"[-1, -3, -2, -1, -3, -1, -2, -2, -4, -2]",
6642,terribleness,-1.9,1.81384,"[3, -3, -3, -3, -3, -1, -2, -1, -3, -3]",
6643,terriblenesses,-2.6,0.4899,"[-2, -3, -3, -2, -3, -2, -2, -3, -3, -3]",
6644,terribly,-2.6,0.4899,"[-3, -3, -3, -2, -2, -3, -3, -2, -2, -3]",
6645,terrific,2.1,1.81384,"[4, 3, 4, 1, -1, -1, 4, 2, 2, 3]",
6646,terrifically,1.7,1.95192,"[2, 2, 4, 2, 3, 3, -2, 3, -2, 2]",
6647,terrified,-3.0,0.63246,"[-2, -3, -3, -3, -4, -3, -4, -2, -3, -3]",
6648,terrifies,-2.6,1.0198,"[-2, -4, -3, -3, -4, -1, -2, -3, -1, -3]",
6649,terrify,-2.3,0.78102,"[-3, -3, -2, -2, -1, -4, -2, -2, -2, -2]",
6650,terrifying,-2.7,0.78102,"[-4, -3, -3, -2, -2, -2, -4, -2, -3, -2]",
6651,terror,-2.4,1.2,"[-3, -4, -2, -1, 0, -4, -3, -2, -2, -3]",
6652,terrorise,-3.1,0.83066,"[-2, -3, -4, -4, -3, -3, -2, -4, -2, -4]",
6653,terrorised,-3.3,0.64031,"[-3, -3, -4, -3, -2, -4, -4, -3, -4, -3]",
6654,terrorises,-3.3,0.45826,"[-3, -3, -4, -3, -3, -4, -4, -3, -3, -3]",
6655,terrorising,-3.0,0.44721,"[-3, -3, -3, -3, -2, -3, -4, -3, -3, -3]",
6656,terrorism,-3.6,0.4899,"[-4, -3, -4, -4, -4, -3, -3, -4, -3, -4]",
6657,terrorisms,-3.2,0.6,"[-4, -4, -4, -3, -3, -3, -2, -3, -3, -3]",
6658,terrorist,-3.7,0.45826,"[-4, -3, -4, -4, -4, -3, -4, -4, -3, -4]",
6659,terroristic,-3.3,0.78102,"[-4, -3, -2, -3, -4, -3, -4, -2, -4, -4]",
6660,terrorists,-3.1,0.9434,"[-3, -4, -2, -2, -4, -2, -2, -4, -4, -4]",
6661,terrorization,-2.7,0.9,"[-4, -4, -3, -2, -2, -4, -2, -2, -2, -2]",
6662,terrorize,-3.3,0.78102,"[-4, -4, -3, -3, -4, -2, -2, -4, -3, -4]",
6663,terrorized,-3.1,0.7,"[-2, -3, -2, -4, -4, -4, -3, -3, -3, -3]",
6664,terrorizes,-3.1,0.53852,"[-2, -3, -3, -4, -3, -4, -3, -3, -3, -3]",
6665,terrorizing,-3.0,1.0,"[-3, -1, -4, -4, -4, -3, -2, -3, -2, -4]",
6666,terrorless,0.9,1.04403,"[-2, 2, 1, 2, 1, 1, 1, 1, 1, 1]",
6667,terrors,-2.6,0.4899,"[-2, -3, -3, -3, -2, -2, -3, -2, -3, -3]",
6668,thank,1.5,0.92195,"[3, 1, 1, 0, 1, 1, 2, 3, 1, 2]",
6669,thanked,1.9,1.22066,"[1, 3, 1, 1, 1, 1, 4, 4, 2, 1]",
6670,thankful,2.7,0.78102,"[4, 2, 2, 3, 2, 4, 3, 3, 2, 2]",
6671,thankfuller,1.9,0.53852,"[2, 2, 1, 2, 2, 2, 1, 2, 3, 2]",
6672,thankfullest,2.0,1.0,"[3, 1, 1, 4, 1, 2, 2, 2, 3, 1]",
6673,thankfully,1.8,0.6,"[2, 1, 2, 1, 2, 3, 2, 2, 1, 2]",
6674,thankfulness,2.1,1.44568,"[3, 3, 4, 2, 2, 1, -1, 1, 2, 4]",
6675,thanks,1.9,1.04403,"[1, 1, 1, 1, 3, 2, 1, 4, 3, 2]",
6676,thief,-2.4,0.66332,"[-3, -2, -2, -2, -2, -4, -2, -2, -3, -2]",
6677,thieve,-2.2,0.4,"[-2, -2, -2, -3, -2, -2, -3, -2, -2, -2]",
6678,thieved,-1.4,1.28062,"[-1, -2, -3, -1, -2, 2, -2, -1, -2, -2]",
6679,thieveries,-2.1,0.53852,"[-2, -3, -2, -3, -1, -2, -2, -2, -2, -2]",
6680,thievery,-2.0,0.89443,"[-2, -2, -2, -1, -1, -3, -1, -2, -4, -2]",
6681,thieves,-2.3,0.78102,"[-3, -2, -2, -4, -1, -2, -2, -2, -3, -2]",
6682,thorny,-1.1,0.83066,"[1, -1, -1, -1, -1, -1, -1, -2, -2, -2]",
6683,thoughtful,1.6,0.4899,"[2, 2, 1, 1, 1, 1, 2, 2, 2, 2]",
6684,thoughtfully,1.7,0.64031,"[2, 1, 1, 3, 1, 2, 1, 2, 2, 2]",
6685,thoughtfulness,1.9,0.53852,"[1, 2, 1, 2, 2, 3, 2, 2, 2, 2]",
6686,thoughtless,-2.0,0.63246,"[-2, -1, -3, -3, -2, -1, -2, -2, -2, -2]",
6687,threat,-2.4,0.66332,"[-2, -3, -2, -2, -2, -4, -3, -2, -2, -2]",
6688,threaten,-1.6,1.56205,"[-4, -1, -3, -2, 1, -3, -1, 1, -2, -2]",
6689,threatened,-2.0,0.63246,"[-2, -2, -3, -2, -2, -1, -2, -3, -1, -2]",
6690,threatener,-1.4,1.68523,"[-2, -2, -3, -2, 3, 0, -2, -3, -1, -2]",
6691,threateners,-1.8,0.74833,"[-3, -1, -2, -1, -1, -3, -2, -2, -2, -1]",
6692,threatening,-2.4,0.8,"[-3, -3, -2, -3, -2, -1, -3, -1, -3, -3]",
6693,threateningly,-2.2,0.6,"[-2, -2, -2, -2, -2, -2, -2, -2, -4, -2]",
6694,threatens,-1.6,1.56205,"[-2, -2, -2, 1, -4, -3, -3, -1, 1, -1]",
6695,threating,-2.0,0.44721,"[-3, -2, -2, -2, -1, -2, -2, -2, -2, -2]",
6696,threats,-1.8,0.74833,"[-1, -1, -1, -2, -2, -2, -3, -3, -2, -1]",
6697,thrill,1.5,1.11803,"[2, 2, 2, 0, 1, -1, 2, 3, 2, 2]",
6698,thrilled,1.9,1.81384,"[3, -1, 3, 3, 1, -2, 3, 3, 3, 3]",
6699,thriller,0.4,1.2,"[0, 0, 3, 1, 1, -2, 0, 1, 0, 0]",
6700,thrillers,0.1,0.83066,"[0, 2, 0, 0, 0, -1, 0, -1, 0, 1]",
6701,thrilling,2.1,1.04403,"[3, 0, 2, 3, 1, 3, 3, 2, 1, 3]",
6702,thrillingly,2.0,0.7746,"[0, 2, 2, 3, 3, 2, 2, 2, 2, 2]",
6703,thrills,1.5,0.92195,"[2, 3, 1, 2, 0, 2, 1, 0, 2, 2]",
6704,thwarted,-0.1,1.75784,"[1, -2, -3, 0, 2, 0, 2, -2, -1, 2]",
6705,thwarting,-0.7,0.78102,"[0, 0, -1, -1, -1, -2, 1, -1, -1, -1]",
6706,thwarts,-0.4,1.28062,"[-2, 0, 0, -2, 0, 1, 2, 0, -1, -2]",
6707,ticked,-1.8,0.6,"[-2, -1, -1, -2, -2, -1, -2, -2, -3, -2]",
6708,timid,-1.0,0.44721,"[-1, -1, -1, -1, 0, -1, -2, -1, -1, -1]",
6709,timider,-1.0,0.44721,"[-1, -2, -1, -1, -1, 0, -1, -1, -1, -1]",
6710,timidest,-0.9,0.7,"[0, -1, 0, -1, 0, -1, -1, -2, -1, -2]",
6711,timidities,-0.7,0.64031,"[-1, -1, -1, 0, -2, 0, -1, 0, 0, -1]",
6712,timidity,-1.3,0.45826,"[-1, -2, -1, -1, -1, -1, -2, -2, -1, -1]",
6713,timidly,-0.7,0.78102,"[0, -1, -1, -1, -1, 1, 0, -1, -2, -1]",
6714,timidness,-1.0,0.89443,"[-1, -2, -1, 0, -1, -2, 1, -2, -1, -1]",
6715,timorous,-0.8,0.9798,"[-2, -1, -1, -1, -1, -2, -1, 1, 1, -1]",
6716,tired,-1.9,0.7,"[-2, -1, -2, -3, -2, -3, -1, -1, -2, -2]",
6717,tits,-0.9,0.53852,"[-1, -1, -2, -1, -1, -1, 0, -1, 0, -1]",
6718,tolerance,1.2,1.53623,"[2, 3, 2, 2, -2, 1, 1, 3, -1, 1]",
6719,tolerances,0.3,0.9,"[-1, 1, 0, 0, 1, 2, 0, -1, 1, 0]",
6720,tolerant,1.1,0.53852,"[1, 2, 1, 1, 1, 1, 1, 1, 0, 2]",
6721,tolerantly,0.4,1.2,"[0, 1, 1, 1, 0, -3, 1, 1, 1, 1]",
6722,toothless,-1.4,1.0198,"[-1, -4, -1, -2, -1, 0, -1, -2, -1, -1]",
6723,top,0.8,0.87178,"[1, 3, 1, 1, 1, 0, 0, 1, 0, 0]",
6724,tops,2.3,1.00499,"[3, 3, 3, 0, 2, 2, 3, 3, 1, 3]",
6725,torn,-1.0,1.0,"[-1, -1, -1, 0, -1, -1, -3, -2, 1, -1]",
6726,torture,-2.9,1.51327,"[-4, -4, -3, -4, 1, -2, -3, -2, -4, -4]",
6727,tortured,-2.6,1.0198,"[-4, -1, -2, -2, -4, -3, -2, -2, -4, -2]",
6728,torturer,-2.3,1.18743,"[-4, -1, -1, -2, -4, -1, -2, -2, -4, -2]",
6729,torturers,-3.5,0.67082,"[-4, -4, -3, -3, -4, -4, -4, -2, -3, -4]",
6730,tortures,-2.5,0.92195,"[-2, -3, -2, -4, -1, -3, -2, -4, -2, -2]",
6731,torturing,-3.0,0.89443,"[-4, -4, -4, -2, -3, -2, -4, -2, -2, -3]",
6732,torturous,-2.7,0.78102,"[-3, -3, -1, -3, -4, -2, -2, -3, -3, -3]",
6733,torturously,-2.2,1.6,"[2, -3, -3, -2, -3, -2, -4, -3, -1, -3]",
6734,totalitarian,-2.1,1.3,"[0, -4, -3, 0, -3, -2, -3, -1, -2, -3]",
6735,totalitarianism,-2.7,1.18743,"[-2, -3, 0, -4, -2, -4, -4, -2, -3, -3]",
6736,tough,-0.5,1.43178,"[0, -2, 0, 0, 1, 2, -1, -2, -3, 0]",
6737,toughed,0.7,0.64031,"[1, 1, 0, 1, 1, 0, 2, 1, 0, 0]",
6738,toughen,0.1,1.04403,"[0, 0, 1, 0, 1, 0, 2, 0, -2, -1]",
6739,toughened,0.1,0.53852,"[1, 0, 0, 0, 0, -1, 1, 0, 0, 0]",
6740,toughening,0.9,0.83066,"[0, 2, 2, 1, 1, 0, 1, 0, 0, 2]",
6741,toughens,-0.2,1.16619,"[1, -1, 0, 1, 0, -2, -2, 1, -1, 1]",
6742,tougher,0.7,1.00499,"[1, 1, -1, 0, 2, 0, 2, 2, 0, 0]",
6743,toughest,-0.3,1.84662,"[2, 1, -1, -3, 0, -2, 2, -2, 2, -2]",
6744,toughie,-0.7,0.64031,"[-1, 1, 0, -1, -1, -1, -1, -1, -1, -1]",
6745,toughies,-0.6,0.66332,"[-1, -1, -1, 0, 0, -1, 1, -1, -1, -1]",
6746,toughing,-0.5,1.20416,"[-1, 0, -2, 0, 0, -2, 2, 0, -2, 0]",
6747,toughish,-1.0,1.0,"[0, -1, 0, -2, -2, -1, 1, -2, -2, -1]",
6748,toughly,-1.1,0.83066,"[-1, 0, 0, -1, 0, -1, -2, -2, -2, -2]",
6749,toughness,-0.2,1.07703,"[0, 0, -1, -2, 0, 1, 1, 1, -2, 0]",
6750,toughnesses,0.3,1.18743,"[1, 2, -1, 0, 1, 1, -2, 1, -1, 1]",
6751,toughs,-0.8,1.16619,"[0, 0, -1, 0, -1, -3, -2, 1, 0, -2]",
6752,toughy,-0.5,1.11803,"[-1, -2, -1, 0, -1, -1, 1, -1, 2, -1]",
6753,tout,-0.5,0.67082,"[-1, 0, -2, -1, 0, 0, -1, 0, 0, 0]",
6754,touted,-0.2,0.9798,"[-1, 2, 0, -2, -1, 0, 0, 0, 0, 0]",
6755,touting,-0.7,0.64031,"[0, 0, -1, -1, -1, -1, 0, -2, 0, -1]",
6756,touts,-0.1,0.7,"[1, 1, 0, -1, 0, -1, -1, 0, 0, 0]",
6757,tragedian,-0.5,0.67082,"[-2, 0, -1, 0, 0, -1, 0, -1, 0, 0]",
6758,tragedians,-1.0,1.18322,"[-1, 0, -2, -1, 0, -3, 0, 0, 0, -3]",
6759,tragedienne,-0.4,0.4899,"[0, 0, -1, -1, 0, 0, -1, -1, 0, 0]",
6760,tragediennes,-1.4,1.28062,"[0, -3, 0, -1, -3, 0, -2, -3, 0, -2]",
6761,tragedies,-1.9,1.86815,"[-3, -4, -2, 2, -3, -4, -2, 1, -2, -2]",
6762,tragedy,-3.4,1.0198,"[-4, -4, -4, -4, -2, -3, -1, -4, -4, -4]",
6763,tragic,-2.0,1.94936,"[-1, -3, -4, -3, -3, -4, -2, 1, 2, -3]",
6764,tragical,-2.4,1.11355,"[-3, -3, -3, -2, -1, -3, -4, -3, 0, -2]",
6765,tragically,-2.7,1.48661,"[-4, -4, -4, -2, -1, -4, -1, 0, -3, -4]",
6766,tragicomedy,0.2,0.9798,"[0, -2, 0, 0, 0, 2, 1, 1, 0, 0]",
6767,tragicomic,-0.2,0.74833,"[0, -1, 1, 0, 0, 0, -2, 0, 0, 0]",
6768,tragics,-2.2,0.74833,"[-3, -2, -4, -1, -2, -2, -2, -2, -2, -2]",
6769,tranquil,0.2,1.77764,"[2, 1, -1, 2, -3, 3, -1, 1, -1, -1]",
6770,tranquiler,1.9,0.7,"[2, 1, 2, 2, 3, 3, 2, 2, 1, 1]",
6771,tranquilest,1.6,1.35647,"[1, 2, 2, 2, 0, 2, -1, 4, 3, 1]",
6772,tranquilities,1.5,1.36015,"[3, 2, 4, -1, 1, 0, 2, 2, 1, 1]",
6773,tranquility,1.8,1.16619,"[3, 2, 1, 2, 3, 4, 1, 1, 1, 0]",
6774,tranquilize,0.3,1.00499,"[0, -2, 1, -1, 1, 1, 1, 0, 1, 1]",
6775,tranquilized,-0.2,1.32665,"[-2, 0, 1, 0, 1, 2, 0, -2, -2, 0]",
6776,tranquilizer,-0.1,0.9434,"[0, 1, -1, 0, -1, 0, -2, 1, 1, 0]",
6777,tranquilizers,-0.4,0.8,"[0, 0, 0, -2, -1, -1, -1, 1, 0, 0]",
6778,tranquilizes,-0.1,0.9434,"[-2, 0, 1, 0, 1, 1, 0, -1, -1, 0]",
6779,tranquilizing,-0.5,0.67082,"[-1, 0, 0, -1, -1, -1, 1, 0, -1, -1]",
6780,tranquillest,0.8,1.4,"[1, 1, 2, 3, 1, 1, 0, -1, -2, 2]",
6781,tranquillities,0.5,1.20416,"[-2, 1, 2, 0, 2, 1, 0, -1, 1, 1]",
6782,tranquillity,1.8,1.07703,"[1, 2, 2, 2, 3, 3, 2, -1, 2, 2]",
6783,tranquillized,-0.2,1.07703,"[0, 1, 0, 0, -3, 0, 1, 0, -1, 0]",
6784,tranquillizer,-0.1,0.7,"[0, 1, 0, 0, -1, 0, 1, 0, -1, -1]",
6785,tranquillizers,-0.2,0.74833,"[0, 0, 0, -2, 1, 0, 0, 0, -1, 0]",
6786,tranquillizes,0.1,0.7,"[-1, -1, 0, 0, 1, 1, 1, 0, 0, 0]",
6787,tranquillizing,0.8,0.87178,"[1, 2, 0, 2, 0, 0, 2, 0, 0, 1]",
6788,tranquilly,1.2,0.87178,"[2, 2, 1, 2, -1, 2, 1, 1, 1, 1]",
6789,tranquilness,1.5,1.20416,"[3, 3, 1, 2, 2, 2, 0, -1, 1, 2]",
6790,trap,-1.3,0.78102,"[-1, -1, -2, 0, -1, -1, -2, -1, -1, -3]",
6791,trapped,-2.4,0.91652,"[-3, -2, -3, -1, -3, -1, -2, -2, -4, -3]",
6792,trauma,-1.8,1.249,"[-2, -2, -3, -1, -2, 1, -2, -4, -1, -2]",
6793,traumas,-2.2,1.6,"[-3, -3, -2, -4, 0, -1, -4, -3, 1, -3]",
6794,traumata,-1.7,1.34536,"[-2, -3, -2, 0, -2, 1, -4, -2, -1, -2]",
6795,traumatic,-2.7,1.00499,"[-2, -4, -2, -1, -4, -3, -2, -3, -4, -2]",
6796,traumatically,-2.8,0.6,"[-4, -2, -3, -2, -2, -3, -3, -3, -3, -3]",
6797,traumatise,-2.8,0.6,"[-4, -3, -3, -2, -2, -3, -2, -3, -3, -3]",
6798,traumatised,-2.4,0.91652,"[-4, -4, -2, -2, -1, -2, -3, -2, -2, -2]",
6799,traumatises,-2.2,0.87178,"[-3, -4, -2, -2, -1, -2, -3, -1, -2, -2]",
6800,traumatising,-1.9,1.86815,"[-3, -3, -3, -1, -3, 1, -4, -2, 2, -3]",
6801,traumatism,-2.4,0.4899,"[-3, -2, -3, -2, -2, -2, -2, -3, -3, -2]",
6802,traumatization,-3.0,1.0,"[-4, -4, -4, -2, -2, -2, -4, -4, -2, -2]",
6803,traumatizations,-2.2,1.16619,"[-3, -2, -4, 0, -1, -2, -4, -2, -2, -2]",
6804,traumatize,-2.4,0.66332,"[-3, -3, -2, -4, -2, -2, -2, -2, -2, -2]",
6805,traumatized,-1.7,1.41774,"[-1, -2, -2, -2, 2, -4, -2, -2, -2, -2]",
6806,traumatizes,-1.4,1.42829,"[-2, -1, -2, -2, 2, -4, -1, -2, -1, -1]",
6807,traumatizing,-2.3,1.61555,"[-4, -2, -2, -3, -2, -4, -4, 1, 0, -3]",
6808,travesty,-2.7,1.48661,"[-3, -4, 0, -2, -4, -3, -4, 0, -3, -4]",
6809,treason,-1.9,1.75784,"[-3, -3, -2, -3, -3, 1, -2, -3, -3, 2]",
6810,treasonous,-2.7,1.34536,"[-3, -3, -3, -4, -3, -4, -2, 1, -3, -3]",
6811,treasurable,2.5,0.67082,"[2, 3, 3, 3, 2, 4, 2, 2, 2, 2]",
6812,treasure,1.2,1.16619,"[3, 1, 3, 2, 0, 2, 1, 0, 0, 0]",
6813,treasured,2.6,0.66332,"[3, 3, 2, 3, 3, 2, 1, 3, 3, 3]",
6814,treasurer,0.5,0.67082,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 2]",
6815,treasurers,0.4,0.66332,"[0, 0, 0, 0, 1, 1, 2, 0, 0, 0]",
6816,treasurership,0.4,0.66332,"[0, 0, 2, 0, 1, 0, 1, 0, 0, 0]",
6817,treasurerships,1.2,0.87178,"[2, 0, 2, 0, 2, 1, 2, 2, 1, 0]",
6818,treasures,1.8,1.32665,"[3, 3, 0, 1, 1, 4, 0, 3, 2, 1]",
6819,treasuries,0.9,1.04403,"[0, 0, 1, 3, 2, 2, 0, 1, 0, 0]",
6820,treasuring,2.1,0.7,"[2, 1, 3, 1, 3, 2, 2, 2, 2, 3]",
6821,treasury,0.8,1.07703,"[2, 3, 0, 0, 0, 0, 0, 1, 2, 0]",
6822,treat,1.7,0.78102,"[2, 2, 2, 0, 2, 1, 3, 2, 1, 2]",
6823,tremble,-1.1,1.3,"[-2, 0, -1, -2, -2, -2, 2, 0, -2, -2]",
6824,trembled,-1.1,1.22066,"[-1, 1, -1, -2, -2, -1, -3, -2, 1, -1]",
6825,trembler,-0.6,1.28062,"[-2, -2, -1, 0, -1, 2, 1, -2, -1, 0]",
6826,tremblers,-1.0,0.63246,"[-2, 0, -1, -1, 0, -2, -1, -1, -1, -1]",
6827,trembles,-0.1,1.51327,"[-1, -2, -1, 0, -1, 2, 2, -2, 2, 0]",
